Coords	Name	MIRNA	sRNA-ACR-140-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-ACR-145-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-ACR-150-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-ACR-173-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed	sRNA-ACR-178-S1-TP2-fastp-adapters-polyG-31bp-merged_condensed
ptg000018l:4896626-4897049	Cluster_10498	N	6	106	11	16	1
ptg000018l:4905616-4906042	Cluster_10499	N	89	25	32	2	1
ptg000018l:4924805-4925234	Cluster_10500	N	195	2	0	1	34
ptg000018l:5087455-5087872	Cluster_10501	N	2	34	8	32	28
ptg000018l:5108405-5108960	Cluster_10502	N	433	362	300	304	119
ptg000018l:5406089-5406518	Cluster_10503	N	0	67	30	223	3
ptg000018l:5566529-5567316	Cluster_10504	N	950	523	272	618	504
ptg000018l:5568356-5569119	Cluster_10505	N	1	565	0	56	14
ptg000018l:5584457-5585099	Cluster_10506	N	944	1208	301	685	476
ptg000018l:5834232-5834966	Cluster_10507	N	3099	1	740	1816	638
ptg000018l:5835003-5836685	Cluster_10508	N	1411	24	1111	1494	1674
ptg000018l:5836956-5838744	Cluster_10509	N	1888	9	4388	2637	3887
ptg000018l:5998213-5998643	Cluster_10510	N	154	2	0	6	2
ptg000018l:6094900-6095322	Cluster_10511	N	2	5	0	84	109
ptg000018l:6145794-6146275	Cluster_10512	N	3	2	731	16	5
ptg000018l:6148186-6148657	Cluster_10513	N	104	5	522	0	0
ptg000018l:6148873-6149314	Cluster_10514	N	7	0	657	0	1
ptg000018l:6157619-6158034	Cluster_10515	N	0	1	139	0	4
ptg000018l:6189871-6190289	Cluster_10516	N	0	0	129	2	6
ptg000018l:6193319-6193749	Cluster_10517	N	0	176	2	141	101
ptg000018l:6203155-6203578	Cluster_10518	N	1	88	0	28	0
ptg000018l:6206052-6206504	Cluster_10519	N	0	0	369	0	1
ptg000018l:6208733-6209156	Cluster_10520	N	0	8	188	23	1
ptg000018l:6221823-6222245	Cluster_10521	N	7	74	46	86	7
ptg000018l:6230609-6231027	Cluster_10522	N	0	0	229	0	0
ptg000018l:6249056-6249783	Cluster_10523	N	139	267	330	247	239
ptg000018l:6249935-6250474	Cluster_10524	N	67	82	190	29	86
ptg000018l:6252324-6252755	Cluster_10525	N	71	0	165	0	92
ptg000018l:6365236-6365843	Cluster_10526	N	105	492	595	4	317
ptg000018l:6365899-6366329	Cluster_10527	N	155	5	133	221	101
ptg000018l:6371035-6371489	Cluster_10528	N	1138	1707	2381	1501	1059
ptg000018l:6389671-6390206	Cluster_10529	N	715	993	659	533	1274
ptg000018l:6707094-6707521	Cluster_10530	N	0	1	0	170	0
ptg000018l:6734926-6735353	Cluster_10531	N	117	257	5	12	18
ptg000018l:6735478-6735907	Cluster_10532	N	50	48	12	48	68
ptg000018l:6816644-6817061	Cluster_10533	N	41	44	2	28	0
ptg000018l:6844092-6844520	Cluster_10534	N	43	162	1	1	0
ptg000018l:6952905-6953333	Cluster_10535	N	0	8	16	0	127
ptg000018l:6988153-6988581	Cluster_10536	N	2	5	187	6	0
ptg000018l:7167615-7168042	Cluster_10537	N	211	2	1	1	0
ptg000018l:7199443-7199871	Cluster_10538	N	2	2	156	82	0
ptg000018l:7223789-7224223	Cluster_10539	N	882	34	66	45	63
ptg000018l:7260034-7260463	Cluster_10540	N	180	212	11	3	0
ptg000018l:7266675-7267103	Cluster_10541	N	1	112	3	0	135
ptg000018l:7267238-7267766	Cluster_10542	N	1	611	12	6	311
ptg000018l:7508622-7509050	Cluster_10543	N	108	8	58	5	11
ptg000018l:7534639-7535158	Cluster_10544	N	72	173	200	2	345
ptg000018l:7538222-7538650	Cluster_10545	N	20	167	0	1	7
ptg000018l:7557189-7557618	Cluster_10546	N	0	0	1	2	591
ptg000018l:7655557-7656315	Cluster_10547	N	56	33	258	18	100
ptg000018l:7663969-7664397	Cluster_10548	N	0	2	0	0	244
ptg000018l:7708037-7708466	Cluster_10549	N	1	0	168	20	2
ptg000018l:7714800-7715363	Cluster_10550	N	16	342	46	20	1
ptg000018l:7737426-7737841	Cluster_10551	N	50	44	41	0	49
ptg000018l:7752610-7753162	Cluster_10552	N	57	41	44	167	356
ptg000018l:7781152-7781581	Cluster_10553	N	40	6	71	616	184
ptg000018l:7789229-7789659	Cluster_10554	N	0	83	239	0	0
ptg000018l:7809911-7810389	Cluster_10555	N	411	693	398	498	250
ptg000018l:7908028-7910930	Cluster_10556	N	725	88	5691	873	108
ptg000018l:7960265-7960692	Cluster_10557	N	4	0	46	77	1
ptg000018l:7961226-7961799	Cluster_10558	N	454	139	2	2	360
ptg000018l:7971707-7972385	Cluster_10559	N	676	791	8	4	376
ptg000018l:7988076-7988507	Cluster_10560	N	3	341	3	3	4
ptg000018l:7989364-7989833	Cluster_10561	N	10	666	0	0	9
ptg000018l:7989865-7990991	Cluster_10562	N	226	1377	52	45	108
ptg000018l:8063028-8063455	Cluster_10563	N	1	4	11	197	6
ptg000018l:8071598-8072015	Cluster_10564	N	15	14	29	21	19
ptg000018l:8136875-8137304	Cluster_10565	N	102	1	130	28	51
ptg000018l:8140406-8140881	Cluster_10566	N	46	23	14	59	36
ptg000018l:8147684-8148459	Cluster_10567	N	322	1375	15	10	38
ptg000018l:8152093-8152521	Cluster_10568	N	101	510	0	68	14
ptg000018l:8163674-8164189	Cluster_10569	N	0	2	0	1	260
ptg000018l:8272158-8272585	Cluster_10570	N	8	79	5	33	2
ptg000018l:8277644-8278073	Cluster_10571	N	0	0	297	0	0
ptg000018l:8283191-8283699	Cluster_10572	N	3266	4105	406	3249	2217
ptg000018l:8284589-8285062	Cluster_10573	N	864	340	5	1045	294
ptg000018l:8441236-8441655	Cluster_10574	N	33	42	71	34	73
ptg000018l:8470837-8471265	Cluster_10575	N	18	155	23	4	51
ptg000018l:8519324-8519751	Cluster_10576	N	0	20	8	106	5
ptg000018l:8580777-8581204	Cluster_10577	N	2	73	13	6	5
ptg000018l:8631880-8632309	Cluster_10578	N	11	56	1	4	19
ptg000018l:8697860-8698285	Cluster_10579	N	0	1	117	2	0
ptg000018l:8706024-8706659	Cluster_10580	N	13	579	21	9	4
ptg000018l:8711119-8711639	Cluster_10581	N	61	161	90	48	70
ptg000018l:8722109-8722527	Cluster_10582	N	43	51	59	0	0
ptg000018l:8726050-8726545	Cluster_10583	N	124	57	2	48	119
ptg000018l:8822764-8823188	Cluster_10584	N	91	4	0	9	2
ptg000018l:8901673-8902101	Cluster_10585	N	30	6	4	5	136
ptg000018l:8925110-8925724	Cluster_10586	N	58	64	35	34	150
ptg000018l:8946164-8947135	Cluster_10587	N	11	1647	202	1	164
ptg000018l:8971690-8973190	Cluster_10588	N	16	1055	1749	2	1012
ptg000018l:8973979-8974388	Cluster_10589	N	5	216	44	0	1
ptg000018l:9079345-9079774	Cluster_10590	N	78	170	85	113	64
ptg000018l:9135222-9135642	Cluster_10591	N	48	19	42	45	20
ptg000018l:9137711-9138212	Cluster_10592	N	948	62	687	546	179
ptg000018l:9141459-9141915	Cluster_10593	N	692	34	189	253	92
ptg000018l:9146113-9146590	Cluster_10594	N	0	641	0	0	1
ptg000018l:9152368-9152825	Cluster_10595	N	366	182	108	224	292
ptg000018l:9192015-9192435	Cluster_10596	N	58	58	74	68	46
ptg000018l:9264617-9265756	Cluster_10597	N	2	1	0	5879	0
ptg000018l:9266497-9267127	Cluster_10598	N	468	162	432	0	223
ptg000018l:9267367-9268106	Cluster_10599	N	8	382	174	0	123
ptg000018l:9301215-9301632	Cluster_10600	N	11	1	51	44	4
ptg000018l:9306304-9306743	Cluster_10601	N	39	2	381	40	14
ptg000018l:9344718-9345272	Cluster_10602	N	992	359	235	88	226
ptg000018l:9346605-9347033	Cluster_10603	N	0	90	0	16	77
ptg000018l:9347091-9347821	Cluster_10604	N	6	55	55	36	174
ptg000018l:9348587-9349034	Cluster_10605	N	130	275	55	0	2
ptg000018l:9350623-9351340	Cluster_10606	N	201	212	1992	867	967
ptg000018l:9354207-9357257	Cluster_10607	N	4208	3410	44644	10334	32777
ptg000018l:9390881-9391434	Cluster_10608	N	0	3925	1600	1640	2442
ptg000018l:9416776-9417203	Cluster_10609	N	17	46	2	51	13
ptg000018l:9468033-9468437	Cluster_10610	N	2	144	5	41	0
ptg000018l:9468761-9469184	Cluster_10611	N	1	3	2	86	18
ptg000018l:9473242-9473692	Cluster_10612	N	14	738	0	1	0
ptg000018l:9476842-9477598	Cluster_10613	N	232	3945	538	251	1012
ptg000018l:9477768-9478278	Cluster_10614	N	14	18	263	84	313
ptg000018l:9478671-9479078	Cluster_10615	N	0	0	0	22	64
ptg000018l:9479135-9481746	Cluster_10616	N	6162	15520	9482	14263	7706
ptg000018l:9481985-9482432	Cluster_10617	N	42	33	25	7	388
ptg000018l:9493201-9493812	Cluster_10618	N	0	100	261	5	380
ptg000018l:9542852-9543281	Cluster_10619	N	48	73	18	44	17
ptg000018l:9639338-9639767	Cluster_10620	N	413	2	0	0	1
ptg000018l:9716310-9716784	Cluster_10621	N	527	3891	3184	2061	2692
ptg000018l:9801432-9802464	Cluster_10622	N	149	633	81	462	291
ptg000018l:9804554-9805018	Cluster_10623	N	145	62	3	14	44
ptg000018l:9910710-9911151	Cluster_10624	N	122	143	1	0	32
ptg000018l:10063779-10064727	Cluster_10625	N	11	350	132	220	34
ptg000018l:10105255-10105683	Cluster_10626	N	33	44	48	68	49
ptg000018l:10194665-10195092	Cluster_10627	N	248	0	49	1	1
ptg000018l:10195147-10196021	Cluster_10628	N	189	21	202	31	15
ptg000018l:10207380-10207829	Cluster_10629	N	1	157	194	178	7
ptg000018l:10223617-10224030	Cluster_10630	N	1	8	4	4	142
ptg000018l:10248121-10248820	Cluster_10631	N	2738	2386	2213	2012	2986
ptg000018l:10391922-10392352	Cluster_10632	N	31	71	0	68	110
ptg000018l:10404301-10404726	Cluster_10633	N	110	6	0	2	0
ptg000018l:10437474-10437900	Cluster_10634	N	0	3	25	0	158
ptg000018l:10483853-10484281	Cluster_10635	N	747	3	2	0	52
ptg000018l:10510011-10510547	Cluster_10636	N	3126	1985	3106	723	1764
ptg000018l:10514288-10514826	Cluster_10637	N	1311	1192	572	664	1179
ptg000018l:10568867-10570127	Cluster_10638	N	201	642	6	1540	43
ptg000018l:10574021-10574470	Cluster_10639	N	6	130	8	278	78
ptg000018l:10574915-10575548	Cluster_10640	N	68	117	108	37	112
ptg000018l:10575873-10576282	Cluster_10641	N	76	40	63	9	11
ptg000018l:10805274-10805808	Cluster_10642	N	332	0	507	56	0
ptg000018l:10806876-10807302	Cluster_10643	N	57	6	15	23	28
ptg000018l:10836813-10837242	Cluster_10644	N	1018	3	43	14	3
ptg000018l:10893142-10893571	Cluster_10645	N	8	5	0	1	95
ptg000018l:10921855-10922279	Cluster_10646	N	0	5	91	91	42
ptg000018l:10983751-10984173	Cluster_10647	N	1	22	69	5	87
ptg000018l:11019186-11019668	Cluster_10648	N	3442	4482	6313	5100	7699
ptg000018l:11136397-11136825	Cluster_10649	N	0	1	0	224	0
ptg000018l:11138931-11139356	Cluster_10650	N	90	0	0	1	0
ptg000018l:11219965-11220395	Cluster_10651	N	35	41	71	128	74
ptg000018l:11220617-11221210	Cluster_10652	N	80	28	111	418	116
ptg000018l:11309715-11310233	Cluster_10653	N	197	0	41	104	14
ptg000018l:11558210-11558634	Cluster_10654	N	113	2	72	11	0
ptg000018l:11646445-11647072	Cluster_10655	N	113	60	106	42	5
ptg000018l:11667596-11668026	Cluster_10656	N	17	25	15	288	22
ptg000018l:11669639-11670064	Cluster_10657	N	48	60	23	60	35
ptg000018l:11676682-11677105	Cluster_10658	N	97	49	40	23	36
ptg000018l:11677685-11678135	Cluster_10659	N	116	115	68	73	79
ptg000018l:11678796-11679223	Cluster_10660	N	105	82	1	8	6
ptg000018l:11682947-11683369	Cluster_10661	N	43	44	81	15	19
ptg000018l:11685454-11685882	Cluster_10662	N	60	63	0	52	142
ptg000018l:11686463-11688085	Cluster_10663	N	352	352	267	150	208
ptg000018l:11688916-11689350	Cluster_10664	N	9	403	8	4	13
ptg000018l:11689689-11690405	Cluster_10665	N	38	841	46	16	78
ptg000018l:11693307-11694063	Cluster_10666	N	123	1	74	65	4548
ptg000018l:11695323-11697754	Cluster_10667	N	563	492	359	290	352
ptg000018l:11697880-11698846	Cluster_10668	N	506	485	382	342	236
ptg000018l:11699236-11699817	Cluster_10669	N	151	119	38	91	79
ptg000018l:11700006-11700435	Cluster_10670	N	7	5	1	7	202
ptg000018l:11700527-11701237	Cluster_10671	N	710	649	185	483	828
ptg000018l:11702199-11702621	Cluster_10672	N	42	22	68	43	40
ptg000018l:11703252-11703677	Cluster_10673	N	103	3	0	6	1
ptg000018l:11704233-11704663	Cluster_10674	N	165	633	36	25	111
ptg000018l:11705174-11705946	Cluster_10675	N	94	86	84	3630	38
ptg000018l:11706298-11706737	Cluster_10676	N	15	15	25	259	15
ptg000018l:11709381-11710696	Cluster_10677	N	1254	620	1432	314	957
ptg000018l:11712677-11713085	Cluster_10678	N	98	150	1	0	0
ptg000018l:11752825-11753241	Cluster_10679	N	57	44	35	29	57
ptg000018l:11816956-11817820	Cluster_10680	N	56	25	258	5	196
ptg000018l:11817963-11818762	Cluster_10681	N	229	128	230	12	138
ptg000018l:11819171-11819606	Cluster_10682	N	12	77	6	2	306
ptg000018l:11839813-11841328	Cluster_10683	N	3898	1262	330	453	2611
ptg000018l:11841784-11843195	Cluster_10684	N	817	142	2915	3021	1365
ptg000018l:11846940-11847371	Cluster_10685	N	5	99	245	4	92
ptg000018l:11893096-11893573	Cluster_10686	N	32	28	11	450	25
ptg000018l:11907486-11907910	Cluster_10687	N	3	111	3	23	0
ptg000018l:11928070-11928498	Cluster_10688	N	16	73	41	26	46
ptg000018l:12059385-12059972	Cluster_10689	N	19	1056	13	78	77
ptg000018l:12063502-12063909	Cluster_10690	N	15	84	11	2	77
ptg000018l:12065453-12065864	Cluster_10691	N	3	38	3	36	41
ptg000018l:12069465-12069941	Cluster_10692	N	46	3	220	1	203
ptg000018l:12070058-12070478	Cluster_10693	N	9	50	22	6	5
ptg000018l:12072270-12072687	Cluster_10694	N	19	29	48	36	1
ptg000018l:12078790-12079385	Cluster_10695	N	883	0	999	367	810
ptg000018l:12082102-12082531	Cluster_10696	N	4	1	2342	15	205
ptg000018l:12086133-12086561	Cluster_10697	N	0	20	89	0	0
ptg000018l:12123573-12124000	Cluster_10698	N	4	114	0	3	1
ptg000018l:12164278-12164707	Cluster_10699	N	54	54	42	43	32
ptg000018l:12165295-12166326	Cluster_10700	N	255	354	922	656	397
ptg000018l:12166415-12167791	Cluster_10701	N	115	130	354	2002	240
ptg000018l:12202877-12203302	Cluster_10702	N	42	34	48	4	0
ptg000018l:12336260-12336683	Cluster_10703	N	0	24	0	132	38
ptg000018l:12375115-12375536	Cluster_10704	N	76	0	1	7	0
ptg000018l:12409937-12411764	Cluster_10705	N	1144	424	231	1659	752
ptg000018l:12413060-12413488	Cluster_10706	N	214	0	0	1	402
ptg000018l:12466094-12466498	Cluster_10707	N	2	78	1	37	0
ptg000018l:12605974-12606554	Cluster_10708	N	103	16	897	1	6
ptg000018l:12609064-12609625	Cluster_10709	N	1301	1483	544	138	438
ptg000018l:12629611-12630040	Cluster_10710	N	293	0	2	0	0
ptg000018l:12694417-12694843	Cluster_10711	N	0	68	34	19	75
ptg000018l:12759711-12760138	Cluster_10712	N	1	0	2	1	110
ptg000018l:12853528-12853956	Cluster_10713	N	73	132	62	12	64
ptg000018l:12857487-12857913	Cluster_10714	N	31	10	71	41	23
ptg000018l:12874377-12874790	Cluster_10715	N	2	140	5	0	7
ptg000018l:12885321-12885845	Cluster_10716	N	58	31	1626	14	0
ptg000018l:12886098-12886526	Cluster_10717	N	19	1468	37	0	153
ptg000018l:12886651-12887060	Cluster_10718	N	32	14	51	69	9
ptg000018l:12888525-12889173	Cluster_10719	N	0	417	2	0	1
ptg000018l:12889297-12889721	Cluster_10720	N	2	210	1	0	1
ptg000018l:12903613-12904040	Cluster_10721	N	5	2	13	257	102
ptg000018l:12926523-12926959	Cluster_10722	N	8	91	2	105	1
ptg000018l:12927929-12928363	Cluster_10723	N	16	36	27	492	12
ptg000018l:13071774-13072790	Cluster_10724	N	1729	139	3	0	4
ptg000018l:13242326-13242801	Cluster_10725	N	201	320	14	59	49
ptg000018l:13303597-13304099	Cluster_10726	N	168	83	130	215	316
ptg000018l:13334238-13335206	Cluster_10727	N	4	221	231	646	76
ptg000018l:13335255-13335681	Cluster_10728	N	6	14	26	230	16
ptg000018l:13335746-13336162	Cluster_10729	N	52	4	27	94	9
ptg000018l:13341954-13342381	Cluster_10730	N	1	43	14	38	1
ptg000018l:13378583-13379032	Cluster_10731	N	239	400	2	680	4
ptg000018l:13390234-13390663	Cluster_10732	N	29	9	200	17	0
ptg000018l:13390821-13391244	Cluster_10733	N	12	50	159	18	16
ptg000018l:13394376-13394904	Cluster_10734	N	135	124	206	120	38
ptg000018l:13395177-13395882	Cluster_10735	N	139	30	189	25	92
ptg000018l:13423935-13424596	Cluster_10736	N	110	329	243	15	61
ptg000018l:13452902-13453308	Cluster_10737	N	0	18	113	0	0
ptg000018l:13501930-13502355	Cluster_10738	N	1	48	15	33	9
ptg000018l:13520849-13521276	Cluster_10739	N	746	2	5	1	0
ptg000018l:13570950-13571367	Cluster_10740	N	46	17	3	20	34
ptg000018l:13577596-13578103	Cluster_10741	N	185	1614	777	580	385
ptg000018l:13597129-13597776	Cluster_10742	N	194	299	88	207	170
ptg000018l:13614004-13614724	Cluster_10743	N	568	1	398	35	64
ptg000018l:13616650-13617382	Cluster_10744	N	57	68	34	233	125
ptg000018l:13618281-13618710	Cluster_10745	N	14	247	50	406	200
ptg000018l:13632716-13633146	Cluster_10746	N	809	216	1	14	44
ptg000018l:13639325-13639755	Cluster_10747	N	798	219	2	14	51
ptg000018l:13643399-13643831	Cluster_10748	N	96	84	2	29	21
ptg000018l:13655446-13655903	Cluster_10749	N	102	29	493	43	28
ptg000018l:13657090-13657513	Cluster_10750	N	2	79	3	17	3
ptg000018l:13681902-13682850	Cluster_10751	N	643	441	217	525	909
ptg000018l:13686181-13686966	Cluster_10752	N	171	73	227	2	240
ptg000018l:13692320-13692749	Cluster_10753	N	72	55	35	41	27
ptg000018l:13698743-13699171	Cluster_10754	N	18	26	43	12	23
ptg000018l:13713268-13713828	Cluster_10755	N	216	504	436	114	45
ptg000018l:13714527-13714956	Cluster_10756	N	11	369	214	10	4
ptg000018l:13715872-13716490	Cluster_10757	N	84	1560	360	31	11
ptg000018l:13716762-13717313	Cluster_10758	N	104	716	507	381	28
ptg000018l:13717443-13717949	Cluster_10759	N	26	184	16	105	10
ptg000018l:13720797-13721203	Cluster_10760	N	61	108	17	112	48
ptg000018l:13721538-13721965	Cluster_10761	N	32	87	182	41	112
ptg000018l:13724657-13725085	Cluster_10762	N	22	18	4	115	4
ptg000018l:13738908-13739997	Cluster_10763	N	71	1658	104	380	1167
ptg000018l:13740815-13741378	Cluster_10764	N	110	194	9	64	50
ptg000018l:13741489-13742075	Cluster_10765	N	12	401	4	50	172
ptg000018l:13742103-13743908	Cluster_10766	N	1931	4252	1338	6135	295
ptg000018l:13750244-13750736	Cluster_10767	N	412	0	131	2919	47
ptg000018l:13755533-13756117	Cluster_10768	N	1395	6265	267	471	121
ptg000018l:13794154-13794580	Cluster_10769	N	11	1	0	0	100
ptg000018l:13844243-13844671	Cluster_10770	N	121	6	1	1	0
ptg000018l:13856065-13856498	Cluster_10771	N	46	21	771	250	511
ptg000018l:13870302-13870731	Cluster_10772	N	14	58	169	1	1
ptg000018l:13871908-13872341	Cluster_10773	N	112	7	0	196	1
ptg000018l:13876791-13877218	Cluster_10774	N	3	119	0	3	0
ptg000018l:13897509-13897937	Cluster_10775	N	200	13	0	1	1
ptg000018l:13909163-13909591	Cluster_10776	N	23	70	66	32	13
ptg000018l:13911136-13911564	Cluster_10777	N	19	62	56	25	13
ptg000018l:13959740-13960169	Cluster_10778	N	14	94	41	95	0
ptg000018l:14057263-14057692	Cluster_10779	N	297	58	0	1	2
ptg000018l:14059202-14059708	Cluster_10780	N	9	0	200	1	286
ptg000018l:14065318-14066003	Cluster_10781	N	1234	3104	176	49	1499
ptg000018l:14102007-14102436	Cluster_10782	N	4	0	142	1	0
ptg000018l:14106683-14107099	Cluster_10783	N	32	0	144	19	7
ptg000018l:14131636-14132064	Cluster_10784	N	8	149	4	85	204
ptg000018l:14159751-14160176	Cluster_10785	N	40	69	29	0	0
ptg000018l:14207039-14207467	Cluster_10786	N	0	0	0	180	0
ptg000018l:14245003-14245554	Cluster_10787	N	114	81	44	575	72
ptg000018l:14320776-14321203	Cluster_10788	N	10	4	2	5	108
ptg000018l:14335401-14335827	Cluster_10789	N	5	1	2	413	0
ptg000018l:14341452-14341955	Cluster_10790	N	191	6	1245	1	3
ptg000018l:14342175-14342581	Cluster_10791	N	47	9	90	1	0
ptg000018l:14342850-14343459	Cluster_10792	N	68	38	1897	2835	0
ptg000018l:14344751-14345372	Cluster_10793	N	55	39	172	60	850
ptg000018l:14345527-14345940	Cluster_10794	N	46	3	93	2	10
ptg000018l:14360267-14360775	Cluster_10795	N	0	767	1499	1	0
ptg000018l:14366354-14366801	Cluster_10796	N	8	65	22	521	7
ptg000018l:14366854-14367628	Cluster_10797	N	75	158	34	956	16
ptg000018l:14371005-14371432	Cluster_10798	N	78	45	48	0	1
ptg000018l:14479601-14480038	Cluster_10799	N	104	2	214	10	6
ptg000018l:14540865-14541292	Cluster_10800	N	1	96	0	0	1
ptg000018l:14548970-14549398	Cluster_10801	N	2	25	145	0	0
ptg000018l:14798493-14798928	Cluster_10802	N	1	1	3	1	1215
ptg000018l:15146784-15147212	Cluster_10803	N	14	38	0	126	5
ptg000018l:15147589-15148121	Cluster_10804	N	7	601	0	1772	1420
ptg000018l:15201776-15202271	Cluster_10805	N	6	6	25	131	54
ptg000018l:15339166-15339595	Cluster_10806	N	99	121	77	29	8
ptg000018l:15414613-15415040	Cluster_10807	N	0	2	68	22	0
ptg000018l:15446744-15447214	Cluster_10808	N	15	41	7	855	7
ptg000018l:15468790-15469219	Cluster_10809	N	2	0	329	1	22
ptg000018l:15534858-15535285	Cluster_10810	N	0	3	69	20	0
ptg000018l:15679523-15680253	Cluster_10811	N	42	284	415	661	487
ptg000018l:15732005-15732740	Cluster_10812	N	166	640	5	2	1
ptg000018l:15733104-15733532	Cluster_10813	N	52	148	1	26	3
ptg000018l:15733854-15734870	Cluster_10814	N	271	215	424	457	357
ptg000018l:15735212-15736621	Cluster_10815	N	704	520	4	3	1
ptg000018l:15736890-15737317	Cluster_10816	N	73	177	1	0	1
ptg000018l:15754946-15755373	Cluster_10817	N	0	2	74	20	0
ptg000018l:15824446-15824862	Cluster_10818	N	14	14	101	22	10
ptg000018l:15852147-15852732	Cluster_10819	N	0	3	28	815	2
ptg000018l:15853585-15854122	Cluster_10820	N	2	13	9	330	8
ptg000018l:15865380-15865817	Cluster_10821	N	39	53	8	1	175
ptg000018l:15936852-15937686	Cluster_10822	N	0	2241	3	7	0
ptg000018l:15938336-15938766	Cluster_10823	N	1	18	35	655	0
ptg000018l:16157223-16157651	Cluster_10824	N	62	30	9	16	65
ptg000018l:16637757-16638321	Cluster_10825	N	204	788	230	29	115
ptg000018l:16721356-16721774	Cluster_10826	N	3	15	3	63	104
ptg000018l:16723386-16723820	Cluster_10827	N	2	28	0	44	866
ptg000018l:16723976-16724394	Cluster_10828	N	1	13	5	119	38
ptg000018l:16757676-16758153	Cluster_10829	N	111	395	226	41	1
ptg000019l:92580-93009	Cluster_10830	N	2	395	2	509	439
ptg000019l:97688-98117	Cluster_10831	N	32	22	0	40	83
ptg000019l:98262-98758	Cluster_10832	N	8400	6244	1143	2961	2793
ptg000019l:212180-212726	Cluster_10833	N	562	468	52	18	10
ptg000019l:242093-242620	Cluster_10834	N	341	1	28	3	0
ptg000019l:242623-243047	Cluster_10835	N	7	34	43	5	3
ptg000019l:268164-268593	Cluster_10836	N	95	10	24	3	46
ptg000019l:379098-379552	Cluster_10837	N	347	215	56	489	665
ptg000019l:380845-381261	Cluster_10838	N	22	0	62	0	0
ptg000019l:441311-441733	Cluster_10839	N	104	0	0	0	0
ptg000019l:441749-442394	Cluster_10840	N	902	0	1	0	15
ptg000019l:444943-445372	Cluster_10841	N	157	0	0	1	0
ptg000019l:452488-452917	Cluster_10842	N	1	187	2	0	0
ptg000019l:560347-561036	Cluster_10843	N	72	468	19	17	25
ptg000019l:800033-800460	Cluster_10844	N	0	0	0	160	0
ptg000019l:1043716-1044138	Cluster_10845	N	54	12	2	8	77
ptg000019l:1233150-1233571	Cluster_10846	N	225	92	107	222	81
ptg000019l:1326560-1326985	Cluster_10847	N	3	29	15	59	25
ptg000019l:1472890-1473386	Cluster_10848	N	1058	2297	1403	3937	2467
ptg000019l:1538774-1539203	Cluster_10849	N	153	3	2	43	58
ptg000019l:1763297-1763726	Cluster_10850	N	0	3515	184	101	7
ptg000019l:1808267-1808854	Cluster_10851	N	266	904	49	246	1607
ptg000019l:1809805-1810866	Cluster_10852	N	4	205	78	736	67
ptg000019l:1856050-1856528	Cluster_10853	N	134	71	2	9	220
ptg000019l:1857468-1858038	Cluster_10854	N	120	67	111	4	67
ptg000019l:1951562-1951985	Cluster_10855	N	23	37	9	7	8
ptg000019l:1999303-1999723	Cluster_10856	N	15	30	50	39	42
ptg000019l:2012398-2012821	Cluster_10857	N	50	66	58	34	70
ptg000019l:2028742-2029172	Cluster_10858	N	36	29	50	113	54
ptg000019l:2030129-2030722	Cluster_10859	N	82	20	121	422	102
ptg000019l:2050510-2050940	Cluster_10860	N	6	7	309	4	0
ptg000019l:2099544-2099973	Cluster_10861	N	4	364	0	0	4
ptg000019l:2101427-2101898	Cluster_10862	N	0	0	93	240	11
ptg000019l:2126548-2126977	Cluster_10863	N	49	24	0	108	4
ptg000019l:2143540-2143968	Cluster_10864	N	133	0	2	0	1
ptg000019l:2161180-2161899	Cluster_10865	N	1	0	170	0	133
ptg000019l:2161914-2163054	Cluster_10866	N	0	1	1690	1	1559
ptg000019l:2170414-2170851	Cluster_10867	N	42	65	88	79	45
ptg000019l:2247439-2247868	Cluster_10868	N	5	3	5	102	0
ptg000019l:2421725-2422154	Cluster_10869	N	0	65	144	14	1
