# Program:featureCounts v2.0.5; Command:"/home/shared/subread-2.0.5-Linux-x86_64/bin/featureCounts" "-T" "42" "-a" "../output/31-Apul-lncRNA/Apul-lncRNA.gtf" "-o" "../output/32-Apul-lncRNA-matrix/Apul-lncRNA-counts.txt" "-t" "lncRNA" "-g" "gene_id" "-p" "../data/32-Apul-lncRNA-matrix/RNA-ACR-140.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-145.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-150.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-173.sorted.bam" "../data/32-Apul-lncRNA-matrix/RNA-ACR-178.sorted.bam" 
Geneid	Chr	Start	End	Strand	Length	../data/32-Apul-lncRNA-matrix/RNA-ACR-140.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-145.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-150.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-173.sorted.bam	../data/32-Apul-lncRNA-matrix/RNA-ACR-178.sorted.bam
lncRNA_2989	ntLink_8	14705003	14705314	+	312	9	9	40	13	30
lncRNA_2990	ntLink_8	14706237	14707552	+	1316	0	32	32	45	200
lncRNA_2991	ntLink_8	14759470	14759872	+	403	0	1	0	0	32
lncRNA_2992	ntLink_8	14764016	14764559	+	544	0	0	19	0	2
lncRNA_2993	ntLink_8	14768731	14769078	+	348	0	1	20	0	6
lncRNA_2994	ntLink_8	14769927	14770215	+	289	34	13	11	4	20
lncRNA_2995	ntLink_8	14787897	14793249	+	5353	734	391	171	721	374
lncRNA_2996	ntLink_8	14798078	14798384	+	307	7	0	40	26	27
lncRNA_2997	ntLink_8	14798898	14799162	+	265	0	17	0	1	2
lncRNA_2998	ntLink_8	14800780	14801449	+	670	18	0	5	23	77
lncRNA_2999	ntLink_8	14803330	14803944	+	615	39	0	23	26	53
lncRNA_3000	ntLink_8	14804739	14805062	+	324	33	0	0	1	12
lncRNA_3001	ntLink_8	14819099	14820417	+	1319	62	0	0	13	218
lncRNA_3002	ntLink_8	14830168	14831277	+	1110	12	2	2	0	72
lncRNA_3003	ntLink_8	14892015	14892557	+	543	131	11	0	16	0
lncRNA_3004	ntLink_8	14894246	14894534	+	289	0	4	16	2	82
lncRNA_3005	ntLink_8	14943421	14944499	+	1079	175	3	96	30	676
lncRNA_3006	ntLink_8	14972888	14973972	+	1085	0	0	0	0	0
lncRNA_3007	ntLink_8	14979584	14979795	+	212	84	0	38	121	112
lncRNA_3008	ntLink_8	14988779	14989450	+	672	14	0	0	24	142
lncRNA_3009	ntLink_8	14999132	14999364	+	233	4	0	6	0	31
lncRNA_3010	ntLink_8	15002775	15003417	+	643	9	0	25	0	71
lncRNA_3011	ntLink_8	15005345	15005714	+	370	9	0	22	8	23
lncRNA_3012	ntLink_8	15036760	15037039	+	280	0	0	0	24	10
lncRNA_3013	ntLink_8	15037523	15038124	+	602	4	1	3	7	69
lncRNA_3014	ntLink_8	15061019	15061890	+	872	74	0	24	8	267
lncRNA_3015	ntLink_8	15068885	15069101	+	217	25	0	6	0	78
lncRNA_3016	ntLink_8	15070661	15071290	+	630	84	0	59	0	203
lncRNA_3017	ntLink_8	15088728	15089401	+	674	37	0	8	20	158
lncRNA_3018	ntLink_8	15118435	15119860	+	1426	4	2	5	10	57
lncRNA_3019	ntLink_8	15140114	15140379	+	266	0	1	0	119	3
lncRNA_3020	ntLink_8	15147104	15147982	+	879	16	2467	957	1280	219
lncRNA_3021	ntLink_8	15149865	15150367	+	503	776	4438	22639	550	1307
lncRNA_3022	ntLink_8	15234309	15235367	+	1059	0	0	0	7	164
lncRNA_3023	ntLink_8	15236535	15236841	+	307	6	1	11	0	32
lncRNA_3024	ntLink_8	15237339	15238568	+	1230	7	0	0	8	142
lncRNA_3025	ntLink_8	15241162	15241632	+	471	11	4	5	0	41
lncRNA_3026	ntLink_8	15256346	15256602	+	257	13	0	0	0	35
lncRNA_3027	ntLink_8	15287112	15287698	+	587	2	0	7	2	73
lncRNA_3028	ntLink_8	15288728	15289056	+	329	2	0	7	0	14
lncRNA_3029	ntLink_8	15290507	15291038	+	532	7	0	10	1	17
lncRNA_3030	ntLink_8	15292192	15293403	+	1212	2	2	86	105	0
lncRNA_3031	ntLink_8	15332352	15332559	+	208	0	0	0	1	6
lncRNA_3032	ntLink_8	15343005	15343246	+	242	0	0	13	0	0
lncRNA_3033	ntLink_8	15344294	15346553	+	2260	30	18	50	82	122
lncRNA_3034	ntLink_8	15350690	15350935	+	246	20	0	2	16	0
lncRNA_3035	ntLink_8	15354828	15355057	+	230	2	2	0	17	12
lncRNA_3036	ntLink_8	15356200	15356530	+	331	0	2	111	8	0
lncRNA_3037	ntLink_8	15373979	15374564	+	586	0	6	82	17	75
lncRNA_3038	ntLink_8	15377680	15378178	+	499	39	8	10	2	14
lncRNA_3039	ntLink_8	15459885	15460203	+	319	13	0	10	0	32
lncRNA_3040	ntLink_8	15468391	15468697	+	307	2	15	3	30	36
lncRNA_3041	ntLink_8	15540731	15541852	+	1122	7	0	12	0	103
lncRNA_3042	ntLink_8	15542272	15542474	+	203	16	0	0	0	1
lncRNA_3043	ntLink_8	15585553	15585828	+	276	10	0	40	1	18
lncRNA_3044	ntLink_8	15677229	15677448	+	220	9	6	4	0	2
lncRNA_3045	ntLink_8	15695307	15695564	+	258	2	3	2	7	16
lncRNA_3046	ntLink_8	15711756	15712010	+	255	2	11	14	26	28
lncRNA_3047	ntLink_8	15848446	15848821	+	376	50	18	20	20	16
lncRNA_3048	ntLink_8	15893042	15893335	+	294	20	0	0	0	0
lncRNA_3049	ntLink_8	15952329	15953161	+	833	0	6	11	12	349
lncRNA_3050	ntLink_8	16083440	16084130	+	691	0	64	6	30	58
lncRNA_3051	ntLink_8	16094858	16095707	+	850	1062	754	61	340	235
lncRNA_3052	ntLink_8	16102536	16102791	+	256	0	0	3	2	16
lncRNA_3053	ntLink_8	16413456	16413954	+	499	12	3	1	6	49
lncRNA_3054	ntLink_8	16677369	16677659	+	291	26	0	10	4	93
lncRNA_3055	ntLink_8	16723763	16724532	+	770	85	0	56	4	164
lncRNA_3056	ntLink_8	16771556	16771906	+	351	0	0	8	0	37
lncRNA_3057	ntLink_8	16785464	16785830	+	367	17	0	16	0	36
lncRNA_3058	ntLink_8	16805003	16805213	+	211	0	0	0	0	14
lncRNA_3059	ntLink_8	16810193	16810463	+	271	0	0	0	8	20
lncRNA_3060	ntLink_8	16825640	16825938	+	299	0	1	0	6	2
lncRNA_3061	ntLink_8	16827795	16828041	+	247	25	1	0	0	13
lncRNA_3062	ntLink_8	16831119	16831856	+	738	16	0	14	0	60
lncRNA_3063	ntLink_8	16839796	16840169	+	374	16	0	6	17	37
lncRNA_3064	ntLink_8	16841303	16841889	+	587	6	0	25	8	63
lncRNA_3065	ntLink_8	16852540	16852883	+	344	12	0	32	0	29
lncRNA_3066	ntLink_8	16865130	16865777	+	648	14	0	26	7	168
lncRNA_3067	ntLink_8	16872881	16873586	+	706	3	0	27	2	80
lncRNA_3068	ntLink_8	16876477	16876678	+	202	106	1134	43	62	53
lncRNA_3069	ntLink_8	16878768	16879430	+	663	3	49	3	282	128
lncRNA_3070	ntLink_8	16880557	16881038	+	482	11	1	4	19	15
lncRNA_3071	ntLink_8	16900709	16901559	+	851	49	42	100	114	39
lncRNA_3072	ntLink_8	16901932	16902529	+	598	17	51	9	47	23
lncRNA_3073	ntLink_8	16908171	16908613	+	443	0	0	5	0	32
lncRNA_3074	ntLink_8	16912272	16912755	+	484	17	0	11	0	105
lncRNA_3075	ntLink_8	16938908	16939458	+	551	0	0	14	0	38
lncRNA_3076	ntLink_8	16947885	16948297	+	413	0	0	20	0	0
lncRNA_3077	ntLink_8	16960943	16961386	+	444	14	0	5	2	25
lncRNA_3078	ntLink_8	16961643	16962017	+	375	0	0	16	0	0
lncRNA_3079	ntLink_8	16985495	16985767	+	273	2	0	39	0	69
lncRNA_3080	ntLink_8	16998043	16998747	+	705	4	0	16	5	51
lncRNA_3081	ntLink_8	17004056	17004344	+	289	2	0	3	1	9
lncRNA_3082	ntLink_8	17017908	17018296	+	389	4	0	0	0	80
lncRNA_3083	ntLink_8	17024487	17025830	+	1344	5	0	16	4	95
lncRNA_3084	ntLink_8	17326028	17326372	+	345	24	2	16	0	63
lncRNA_3085	ntLink_8	17395789	17396005	+	217	2	0	18	0	30
lncRNA_3086	ntLink_8	17417089	17418634	+	1546	66	0	72	11	240
lncRNA_3087	ntLink_8	17423343	17423908	+	566	60	0	155	18	0
lncRNA_3088	ntLink_8	17432051	17432410	+	360	2	0	56	1	0
lncRNA_3089	ntLink_8	17463586	17464162	+	577	20	0	25	14	59
lncRNA_3090	ntLink_8	17499157	17501066	+	1910	19	0	15	4	324
lncRNA_3091	ntLink_8	17508536	17509126	+	591	29	6	40	10	355
lncRNA_3092	ntLink_8	17511447	17512047	+	601	15	0	21	4	62
lncRNA_3093	ntLink_8	17512377	17513332	+	956	0	0	56	112	1
lncRNA_3094	ntLink_8	17530490	17531262	+	773	0	10	7	0	111
lncRNA_3095	ntLink_8	17535880	17536357	+	478	0	4	8	0	91
lncRNA_3096	ntLink_8	17546981	17547512	+	532	0	0	71	0	137
lncRNA_3097	ntLink_8	17550740	17550985	+	246	0	0	0	0	47
lncRNA_3098	ntLink_8	17556882	17557480	+	599	6	0	35	0	52
lncRNA_3099	ntLink_8	17604570	17605935	+	1366	2	0	63	0	376
lncRNA_3100	ntLink_8	17615118	17616336	+	1219	0	0	10	0	112
lncRNA_3101	ntLink_8	17640271	17641431	+	1161	2	0	6	29	242
lncRNA_3102	ntLink_8	17659301	17659590	+	290	0	0	0	0	26
lncRNA_3103	ntLink_8	17665663	17666532	+	870	0	0	27	17	168
lncRNA_3104	ntLink_8	17672518	17672950	+	433	6	0	34	0	54
lncRNA_3105	ntLink_8	17695161	17696747	+	1587	55	16	34	93	176
lncRNA_3106	ntLink_8	17697779	17699356	+	1578	16	0	29	4	124
lncRNA_3107	ntLink_8	17700712	17701679	+	968	16	2	2	10	146
lncRNA_3108	ntLink_8	17737100	17737719	+	620	5	6	14	0	190
lncRNA_3109	ntLink_8	17760841	17761663	+	823	10	1	0	0	66
lncRNA_3110	ntLink_8	17766632	17766959	+	328	28	58	0	56	1
lncRNA_3111	ntLink_8	17768144	17768466	+	323	0	0	0	0	26
lncRNA_3112	ntLink_8	17771176	17772055	+	880	29	6	60	7	308
lncRNA_3113	ntLink_8	17773840	17774797	+	958	20	0	44	0	286
lncRNA_3114	ntLink_8	17776877	17778651	+	1775	0	2	59	0	337
lncRNA_3115	ntLink_8	17849208	17849420	+	213	0	10	0	0	25
lncRNA_3116	ntLink_8	17851428	17852046	+	619	12	0	1	7	52
lncRNA_3117	ntLink_8	17852984	17853813	+	830	42	6	0	28	95
lncRNA_3118	ntLink_8	17855292	17855541	+	250	0	0	0	0	16
lncRNA_3119	ntLink_8	17878999	17879250	+	252	2	0	0	0	20
lncRNA_3120	ntLink_8	17886079	17886581	+	503	135	0	46	61	95
lncRNA_3121	ntLink_8	17889855	17890401	+	547	14	0	36	0	32
lncRNA_3122	ntLink_8	17891255	17892074	+	820	45	104	42	15	128
lncRNA_3123	ntLink_8	17937904	17938366	+	463	68	33	37	35	21
lncRNA_3124	ntLink_8	17996882	17997210	+	329	23	0	0	34	84
lncRNA_3125	ntLink_8	17997969	17998500	+	532	3	0	1	2	95
lncRNA_3126	ntLink_8	18036725	18038101	+	1377	16	7	18	32	166
lncRNA_3127	ntLink_8	18040178	18041149	+	972	69	0	10	61	14
lncRNA_3128	ntLink_8	18084764	18086120	+	1357	21	0	0	2	166
lncRNA_3129	ntLink_8	18097133	18099156	+	2024	12	0	2	0	181
lncRNA_3130	ntLink_8	18155243	18155707	+	465	38	4	44	0	213
lncRNA_3131	ntLink_8	18164149	18164779	+	631	16	0	9	0	118
lncRNA_3132	ntLink_8	18165125	18165888	+	764	17	10	36	0	80
lncRNA_3133	ntLink_8	18346202	18348343	+	2142	51	0	91	9	416
lncRNA_3134	ntLink_8	18350255	18350734	+	480	0	0	0	0	53
lncRNA_3135	ntLink_8	18351272	18351801	+	530	14	2	0	0	40
lncRNA_3136	ntLink_8	18376844	18377381	+	538	0	0	0	2	38
lncRNA_3137	ntLink_8	18378221	18378737	+	517	18	0	0	0	78
lncRNA_3138	ntLink_8	18379596	18380035	+	440	0	0	0	0	42
lncRNA_3139	ntLink_8	18397523	18397904	+	382	34	0	26	3	78
lncRNA_3140	ntLink_8	18407309	18407509	+	201	0	0	0	0	13
lncRNA_3141	ntLink_8	18459959	18460214	+	256	11	16	0	1	19
lncRNA_3142	ntLink_8	18566891	18567153	+	263	188	120	9	88	41
lncRNA_3143	ntLink_8	18567504	18571029	+	3526	79	18	84	53	297
lncRNA_3144	ntLink_8	18572482	18573050	+	569	0	0	11	0	46
lncRNA_3145	ntLink_8	18573422	18573996	+	575	39	10	46	1	89
lncRNA_3146	ntLink_8	18592001	18592309	+	309	113	32	0	0	0
lncRNA_3147	ntLink_8	18637008	18637665	+	658	2	0	25	0	76
lncRNA_3148	ntLink_8	18708116	18708355	+	240	42	14	6	18	0
lncRNA_3149	ntLink_8	18829753	18830228	+	476	4	2	32	0	99
lncRNA_3150	ntLink_8	18857492	18857713	+	222	0	0	18	35	39
lncRNA_3151	ntLink_8	18864365	18865614	+	1250	0	0	47	0	89
lncRNA_3152	ntLink_8	18891930	18892536	+	607	8	12	14	9	56
lncRNA_3153	ntLink_8	18916293	18916844	+	552	56	0	132	15	343
lncRNA_3154	ntLink_8	19129002	19129237	+	236	26	3	0	10	15
lncRNA_3155	ntLink_8	19144620	19144827	+	208	102	134	120	113	111
lncRNA_3156	ntLink_8	19145105	19145848	+	744	0	1	0	69	0
lncRNA_3157	ntLink_8	19148852	19149086	+	235	22	0	0	1	4
lncRNA_3158	ntLink_8	19200716	19201324	+	609	24	0	12	2	53
lncRNA_3159	ntLink_8	19240303	19240770	+	468	11	22	28	36	16
lncRNA_3160	ntLink_8	19246889	19247221	+	333	4	1	17	0	47
lncRNA_3161	ntLink_8	19368345	19369442	+	1098	4	0	24	2	152
lncRNA_3162	ntLink_8	19371187	19371993	+	807	35	13	17	4	97
lncRNA_3163	ntLink_8	19455056	19456107	+	1052	0	0	0	0	0
lncRNA_3164	ntLink_8	19470886	19471261	+	376	0	0	0	0	0
lncRNA_3165	ntLink_8	19471525	19471978	+	454	0	0	0	0	0
lncRNA_3166	ntLink_8	19475120	19476558	+	1439	0	0	0	0	0
lncRNA_3167	ntLink_8	19485577	19485912	+	336	4	0	0	6	26
lncRNA_3168	ntLink_8	19581321	19581968	+	648	12	0	16	0	50
lncRNA_3169	ntLink_8	19582340	19582608	+	269	0	0	4	0	29
lncRNA_3170	ntLink_8	19583295	19583725	+	431	26	4	16	0	56
lncRNA_3171	ntLink_8	19601774	19602023	+	250	6	0	0	0	22
lncRNA_3172	ntLink_8	19605770	19605973	+	204	13	18	0	0	2
lncRNA_3173	ntLink_8	19623455	19624098	+	644	41	6	70	4	73
lncRNA_3174	ntLink_8	19628661	19629151	+	491	16	0	36	2	215
lncRNA_3175	ntLink_8	19631198	19631693	+	496	42	0	24	12	107
lncRNA_3176	ntLink_8	19839488	19839727	+	240	24	0	27	30	0
lncRNA_3177	ntLink_8	19840278	19840760	+	483	37	0	24	35	0
lncRNA_3178	ntLink_8	19854226	19854497	+	272	0	19	1	0	13
lncRNA_3179	ntLink_8	19854875	19855260	+	386	0	0	0	6	24
lncRNA_3180	ntLink_8	19857410	19857813	+	404	10	0	10	0	29
lncRNA_3181	ntLink_8	19860537	19860859	+	323	0	0	18	4	0
lncRNA_3182	ntLink_8	19865065	19865321	+	257	2	0	11	14	55
lncRNA_3183	ntLink_8	19883094	19883639	+	546	0	0	4	17	45
lncRNA_3184	ntLink_8	19890857	19891064	+	208	20	0	0	4	1
lncRNA_3185	ntLink_8	20081468	20081814	+	347	7	0	32	2	21
lncRNA_3186	ntLink_8	20083680	20084449	+	770	0	0	14	1	74
lncRNA_3187	ntLink_8	20102302	20102956	+	655	10	14	0	8	68
lncRNA_3188	ntLink_8	20298317	20299884	+	1568	670	114	339	4056	521
lncRNA_3189	ntLink_8	20439242	20439472	+	231	0	0	1	1	38
lncRNA_3190	ntLink_8	20466901	20467113	+	213	2	2	17	0	5
lncRNA_3191	ntLink_8	20628875	20629263	+	389	0	30	16	2	27
lncRNA_3192	ntLink_8	20631313	20631557	+	245	18	12	7	0	1
lncRNA_3193	ntLink_8	20652214	20652733	+	520	0	53	1	4	30
lncRNA_3194	ntLink_8	20653709	20654080	+	372	23	8	9	0	97
lncRNA_3195	ntLink_8	20678876	20679203	+	328	0	2	8	0	37
lncRNA_3196	ntLink_8	20681210	20681414	+	205	2	0	10	7	43
lncRNA_3197	ntLink_8	20819235	20819467	+	233	6	0	0	1	0
lncRNA_3198	ntLink_8	20889265	20889688	+	424	18	12	29	3	33
lncRNA_3199	ntLink_8	20930254	20931269	+	1016	18	0	4	31	69
lncRNA_3200	ntLink_8	20932390	20933340	+	951	31	98	66	26	140
lncRNA_3201	ntLink_8	20960960	20961196	+	237	36	2	23	37	52
lncRNA_3202	ntLink_8	20962165	20962499	+	335	0	22	19	11	10
lncRNA_3203	ntLink_8	20984003	20984259	+	257	1	0	36	8	173
lncRNA_3204	ntLink_8	21139590	21139793	+	204	0	3	0	0	30
lncRNA_3205	ntLink_8	21141075	21141859	+	785	21	3	35	2	359
lncRNA_3206	ntLink_8	21153814	21154760	+	947	0	0	0	0	0
lncRNA_3207	ntLink_8	21164468	21165227	+	760	0	0	0	0	0
lncRNA_3208	ntLink_8	21168367	21169067	+	701	0	0	0	0	0
lncRNA_3209	ntLink_8	21182950	21183764	+	815	1	77	10	90	5
lncRNA_3210	ntLink_8	21218045	21219324	+	1280	33	3	18	48	175
lncRNA_3211	ntLink_8	21219949	21220156	+	208	0	0	0	0	30
lncRNA_3212	ntLink_8	21304619	21306013	+	1395	34	19	25	20	137
lncRNA_3213	ntLink_8	21313201	21313417	+	217	3	0	0	8	22
lncRNA_3214	ntLink_8	21328455	21328752	+	298	10	3	34	0	31
lncRNA_3215	ntLink_8	21357649	21358595	+	947	8	26	65	69	49
lncRNA_3216	ntLink_8	21359222	21359429	+	208	12	17	8	32	8
lncRNA_3217	ntLink_8	21600733	21601124	+	392	6	8	3	10	178
lncRNA_3218	ntLink_8	21669743	21670530	+	788	48	0	89	5	351
lncRNA_3219	ntLink_8	21838699	21839296	+	598	3	0	2	0	64
lncRNA_3220	ntLink_8	21839824	21841384	+	1561	74	30	109	79	352
lncRNA_3221	ntLink_8	21845365	21845798	+	434	11	84	14	74	4
lncRNA_3222	ntLink_8	21849938	21851883	+	1946	37	14	78	47	253
lncRNA_3223	ntLink_8	21859500	21859773	+	274	18	0	0	0	36
lncRNA_3224	ntLink_8	21887615	21888499	+	885	10	2	22	0	85
lncRNA_3225	ntLink_8	21904514	21904928	+	415	10	9	2	27	29
lncRNA_3226	ntLink_8	21908311	21909624	+	1314	30	2	118	11	443
lncRNA_3227	ntLink_8	21964114	21964728	+	615	10	0	6	0	76
lncRNA_3228	ntLink_8	21965565	21965808	+	244	0	5	21	4	5
lncRNA_3229	ntLink_8	21974320	21975003	+	684	15	26	44	42	24
lncRNA_3230	ntLink_8	21980215	21980852	+	638	4	8	9	10	60
lncRNA_3231	ntLink_8	21991622	21991983	+	362	28	0	2	0	39
lncRNA_3232	ntLink_8	22059687	22060486	+	800	17	0	20	0	141
lncRNA_3233	ntLink_8	22060833	22061904	+	1072	16	0	12	2	81
lncRNA_3234	ntLink_8	22063931	22064242	+	312	12	0	26	12	71
lncRNA_3235	ntLink_8	22081143	22081412	+	270	9	28	2	0	0
lncRNA_3236	ntLink_8	22082477	22082886	+	410	23	0	17	0	65
lncRNA_3237	ntLink_8	22091484	22092961	+	1478	52	11	42	7	162
lncRNA_3238	ntLink_8	22100596	22101404	+	809	12	0	38	0	105
lncRNA_3239	ntLink_8	22102820	22103022	+	203	10	0	11	0	12
lncRNA_3240	ntLink_8	22196309	22196595	+	287	19	0	0	9	1
lncRNA_3241	ntLink_8	22204804	22205270	+	467	10	30	36	6	10
lncRNA_3242	ntLink_8	22210483	22211143	+	661	14	54	40	13	65
lncRNA_3243	ntLink_8	22218263	22218506	+	244	19	0	35	7	86
lncRNA_3244	ntLink_8	22228660	22229050	+	391	0	4	5	4	49
lncRNA_3245	ntLink_8	22266406	22266723	+	318	0	0	0	0	24
lncRNA_3246	ntLink_8	22282389	22282861	+	473	34	46	3	10	81
lncRNA_3247	ntLink_8	22364579	22365236	+	658	16	0	28	0	116
lncRNA_3248	ntLink_8	22366842	22367141	+	300	11	14	30	23	6
lncRNA_3249	ntLink_8	22367485	22367770	+	286	0	0	0	0	25
lncRNA_3250	ntLink_8	22373406	22375537	+	2132	166	44	80	139	166
lncRNA_3251	ntLink_8	22376183	22376459	+	277	19	0	1	18	57
lncRNA_3252	ntLink_8	22386495	22386812	+	318	48	4	25	6	150
lncRNA_3253	ntLink_8	22415651	22415882	+	232	9	0	0	18	0
lncRNA_3254	ntLink_8	22461421	22462203	+	783	133	16	4	8	0
lncRNA_3255	ntLink_8	22562759	22563658	+	900	78	14	53	38	50
lncRNA_3256	ntLink_8	22721365	22722040	+	676	77	6	225	22	652
lncRNA_3257	ntLink_8	22759391	22759904	+	514	144	4	186	78	661
lncRNA_3258	ntLink_8	22990927	22991238	+	312	5	16	7	25	16
lncRNA_3259	ntLink_8	23023841	23024294	+	454	10	1	25	0	1
lncRNA_3260	ntLink_8	23024723	23024958	+	236	0	0	16	0	8
lncRNA_3261	ntLink_8	23026431	23027487	+	1057	8	17	31	2	122
lncRNA_3262	ntLink_8	23034918	23035489	+	572	13	0	15	1	43
lncRNA_3263	ntLink_8	23038760	23039092	+	333	0	0	0	1	23
lncRNA_3264	ntLink_8	23039942	23040183	+	242	20	2	0	5	7
lncRNA_3265	ntLink_8	23040680	23040901	+	222	6	14	0	0	29
lncRNA_3266	ntLink_8	23042108	23043908	+	1801	92	2	41	37	209
lncRNA_3267	ntLink_8	23049211	23049491	+	281	0	0	0	0	25
lncRNA_3268	ntLink_8	23059082	23059516	+	435	7	4	14	0	53
lncRNA_3269	ntLink_8	23147208	23147858	+	651	0	0	44	27	0
lncRNA_3270	ntLink_8	23349009	23349753	+	745	0	0	58	0	6
lncRNA_3271	ntLink_8	23427641	23428412	+	772	12	1	112	0	98
lncRNA_3272	ntLink_8	23476848	23477171	+	324	9	0	0	0	23
lncRNA_3273	ntLink_8	23615179	23615798	+	620	0	0	18	2	42
lncRNA_3274	ntLink_8	23650415	23650634	+	220	0	0	0	0	22
lncRNA_3275	ntLink_8	23678282	23678531	+	250	6	0	14	0	8
lncRNA_3276	ntLink_8	23843836	23844052	+	217	0	0	18	1	0
lncRNA_3277	ntLink_8	23941217	23943353	+	2137	17	210	27	126	8
lncRNA_3278	ntLink_8	23946119	23948096	+	1978	57	6	33	149	71
lncRNA_3279	ntLink_8	24075781	24076032	+	252	111	15	37	16	72
lncRNA_3280	ntLink_8	24076587	24076850	+	264	6	2	16	0	20
lncRNA_3281	ntLink_8	24082302	24083487	+	1186	0	0	0	0	0
lncRNA_3282	ntLink_8	24104608	24106227	+	1620	0	0	0	0	0
lncRNA_3283	ntLink_8	24114065	24114873	+	809	41	18	35	20	59
lncRNA_3284	ntLink_8	24158389	24158624	+	236	22	0	12	4	42
lncRNA_3285	ntLink_8	24159925	24161045	+	1121	11	27	0	124	18
lncRNA_3286	ntLink_8	24169002	24169324	+	323	46	13	0	27	6
lncRNA_3287	ntLink_8	24169586	24170904	+	1319	19	13	27	143	115
lncRNA_3288	ntLink_8	24192400	24192660	+	261	0	0	3	0	59
lncRNA_3289	ntLink_8	24251665	24252059	+	395	19	3	10	38	23
lncRNA_3290	ntLink_8	24284594	24284832	+	239	4	0	18	4	44
lncRNA_3291	ntLink_8	24328842	24329256	+	415	82	32	2	0	0
lncRNA_3292	ntLink_8	24520309	24520652	+	344	0	0	25	0	8
lncRNA_3293	ntLink_8	24597887	24599513	+	1627	2	0	26	152	133
lncRNA_3294	ntLink_8	24601758	24602014	+	257	0	4	18	24	6
lncRNA_3295	ntLink_8	24632495	24633183	+	689	12	0	51	0	81
lncRNA_3296	ntLink_8	24633423	24633670	+	248	44	0	37	0	88
lncRNA_3297	ntLink_8	24677820	24678033	+	214	16	6	6	14	7
lncRNA_3298	ntLink_8	24680270	24680673	+	404	2	0	11	0	74
lncRNA_3299	ntLink_8	24917066	24917344	+	279	119	1	0	61	88
lncRNA_3300	ntLink_8	24920108	24920336	+	229	22	0	0	12	5
lncRNA_3301	ntLink_8	24924279	24924816	+	538	0	0	34	5	71
lncRNA_3302	ntLink_8	24937161	24937371	+	211	29	14	3	5	0
lncRNA_3303	ntLink_8	24956296	24960708	+	4413	584	72	51	932	1464
lncRNA_3304	ntLink_8	25076128	25076553	+	426	99	0	28	38	25
lncRNA_3305	ntLink_8	25098558	25099117	+	560	18	11	28	7	186
lncRNA_3306	ntLink_8	25102839	25104299	+	1461	781	307	189	64	44
lncRNA_3307	ntLink_8	25109330	25109905	+	576	44	0	42	2	134
lncRNA_3308	ntLink_8	25119044	25119255	+	212	6	0	0	0	18
lncRNA_3309	ntLink_8	25138835	25139615	+	781	2	0	43	2	33
lncRNA_3310	ntLink_8	25286587	25287121	+	535	6	0	57	0	99
lncRNA_3311	ntLink_8	25289698	25290142	+	445	26	2	43	14	79
lncRNA_3312	ntLink_8	25322413	25322917	+	505	11	0	1	6	57
lncRNA_3313	ntLink_8	25323464	25323949	+	486	0	0	0	0	30
lncRNA_3314	ntLink_8	25422955	25423220	+	266	4	0	0	1	61
lncRNA_3315	ntLink_8	25426562	25427666	+	1105	5	12	27	7	144
lncRNA_3316	ntLink_8	25520500	25520755	+	256	19	18	6	13	5
lncRNA_3317	ntLink_8	25521240	25521481	+	242	0	22	3	33	5
lncRNA_3318	ntLink_8	25523955	25524159	+	205	0	2	15	1	2
lncRNA_3319	ntLink_8	25525305	25526421	+	1117	37	102	9	35	20
lncRNA_3320	ntLink_8	25541386	25541917	+	532	44	10	90	29	281
lncRNA_3321	ntLink_8	25720771	25722137	+	1367	51	14	82	9	233
lncRNA_3322	ntLink_8	25846807	25847198	+	392	2	10	4	32	5
lncRNA_3323	ntLink_8	25869410	25869868	+	459	18	2	12	7	144
lncRNA_3324	ntLink_8	25948900	25949329	+	430	0	0	29	0	7
lncRNA_3325	ntLink_8	25982077	25982439	+	363	7	0	11	0	39
lncRNA_3326	ntLink_8	26043311	26043784	+	474	30	0	106	4	176
lncRNA_3327	ntLink_8	26121240	26121767	+	528	5	8	22	0	57
lncRNA_3328	ntLink_8	26130853	26131090	+	238	13	8	5	215	19
lncRNA_3329	ntLink_8	26160866	26161799	+	934	4	22	117	2	14
lncRNA_3330	ntLink_8	26206823	26207040	+	218	0	0	4	0	12
lncRNA_3331	ntLink_8	26216576	26217129	+	554	14	0	33	0	112
lncRNA_3332	ntLink_8	26270532	26270953	+	422	16	0	32	0	13
lncRNA_3333	ntLink_8	26274627	26275253	+	627	50	10	4	0	30
lncRNA_3334	ntLink_8	26292539	26293329	+	791	3	0	8	0	12
lncRNA_3335	ntLink_8	26303427	26304527	+	1101	33	0	19	0	102
lncRNA_3336	ntLink_8	26314421	26315352	+	932	98	0	157	21	192
lncRNA_3337	ntLink_8	26422325	26423543	+	1219	10	2	15	0	104
lncRNA_3338	ntLink_8	26472111	26472337	+	227	36	8	0	8	3
lncRNA_3339	ntLink_8	26518393	26518620	+	228	7	0	0	5	20
lncRNA_3340	ntLink_8	26559223	26559512	+	290	0	0	30	5	38
